seed,experiment,variant,metric,value
1337,tinyqa,alc_no_write,delayed_qa_acc,0.03333334
1337,tinyqa,baseline,qa_acc_mean,0.03333334
1337,tinyqa,alc,qa_acc_mean,0.05000000
1337,tinyqa,alc_no_write,qa_acc_mean,0.03333334
1337,tinyqa,dataset,num_samples,60.00000000
1337,ablation,S4_eta0.05_hard_top1_additive,recall_mse,0.31097123
1337,ablation,S4_eta0.05_hard_top1_gated,recall_mse,0.31577161
1337,ablation,S4_eta0.05_softmax_additive,recall_mse,0.34633484
1337,ablation,S4_eta0.05_softmax_gated,recall_mse,0.29979587
1337,ablation,S4_eta0.05_topk_softmax_additive,recall_mse,0.30477723
1337,ablation,S4_eta0.05_topk_softmax_gated,recall_mse,0.30319157
1337,ablation,S4_eta0.20_hard_top1_additive,recall_mse,0.28798926
1337,ablation,S4_eta0.20_hard_top1_gated,recall_mse,0.33073539
1337,ablation,S4_eta0.20_softmax_additive,recall_mse,0.30621973
1337,ablation,S4_eta0.20_softmax_gated,recall_mse,0.31104445
1337,ablation,S4_eta0.20_topk_softmax_additive,recall_mse,0.28306270
1337,ablation,S4_eta0.20_topk_softmax_gated,recall_mse,0.29804134
1337,ablation,S4_eta0.50_hard_top1_additive,recall_mse,0.42714411
1337,ablation,S4_eta0.50_hard_top1_gated,recall_mse,0.28746757
1337,ablation,S4_eta0.50_softmax_additive,recall_mse,0.31704310
1337,ablation,S4_eta0.50_softmax_gated,recall_mse,0.34782535
1337,ablation,S4_eta0.50_topk_softmax_additive,recall_mse,0.39056599
1337,ablation,S4_eta0.50_topk_softmax_gated,recall_mse,0.32151750
1337,ablation,S8_eta0.05_hard_top1_additive,recall_mse,0.32584095
1337,ablation,S8_eta0.05_hard_top1_gated,recall_mse,0.35350633
1337,ablation,S8_eta0.05_softmax_additive,recall_mse,0.32319275
1337,ablation,S8_eta0.05_softmax_gated,recall_mse,0.35442355
1337,ablation,S8_eta0.05_topk_softmax_additive,recall_mse,0.28421134
1337,ablation,S8_eta0.05_topk_softmax_gated,recall_mse,0.34523126
1337,ablation,S8_eta0.20_hard_top1_additive,recall_mse,0.20956114
1337,ablation,S8_eta0.20_hard_top1_gated,recall_mse,0.33246660
1337,ablation,S8_eta0.20_softmax_additive,recall_mse,0.29222894
1337,ablation,S8_eta0.20_softmax_gated,recall_mse,0.34236139
1337,ablation,S8_eta0.20_topk_softmax_additive,recall_mse,0.25123197
1337,ablation,S8_eta0.20_topk_softmax_gated,recall_mse,0.31072199
1337,ablation,S8_eta0.50_hard_top1_additive,recall_mse,0.35957581
1337,ablation,S8_eta0.50_hard_top1_gated,recall_mse,0.27033356
1337,ablation,S8_eta0.50_softmax_additive,recall_mse,0.35360125
1337,ablation,S8_eta0.50_softmax_gated,recall_mse,0.32883349
1337,ablation,S8_eta0.50_topk_softmax_additive,recall_mse,0.23742414
1337,ablation,S8_eta0.50_topk_softmax_gated,recall_mse,0.27247840
1337,ablation,S16_eta0.05_hard_top1_additive,recall_mse,0.30081439
1337,ablation,S16_eta0.05_hard_top1_gated,recall_mse,0.39602876
1337,ablation,S16_eta0.05_softmax_additive,recall_mse,0.33092561
